# registration_from_features.py TEASER TEASER_config.json euclidean True --use_random_keypoints=True --n_keypoints=5000 --input_txt=/benchmark/point_clouds_registration_benchmark//eth/wood_summer_global.txt --input_pcd_dir=/benchmark/point_clouds_registration_benchmark//eth/wood_summer/ --input_features_dir=/benchmark/experiments/FCGF/KITTI_voxelgrid_0.1/features//eth/wood_summer/ --output_dir=/benchmark/experiments/FCGF/KITTI_voxelgrid_0.1/results/TEASER
id;initial_error;final_error;transformation;status_code
2318808360030;4.969564550018172;1.8478403125856762;0.9967327734926249  0.023286564283454207  0.07734024935033793  -4.640817784201548  -0.029424884964920746  0.9964242710999353  0.07920131380074862  -8.156109939104878  -0.07521937510044258  -0.08121827310917179  0.9938539317840741  -2.8438389233150816  0.0  0.0  0.0  1.0;ok
2318808360061;1.6724101210514537;3.120779562441209;0.8171523131181047  -0.4244012365413659  0.39005856943270634  2.9917606436736497  0.5312837854299705  0.8170323666703146  -0.22404385988530262  -5.001892686964775  -0.22360598494881828  0.3903097516527908  0.8931173838078647  -0.6374054127915583  0.0  0.0  0.0  1.0;ok
2318808360092;1.584883217651029;0.6414634571125536;0.36198751312907684  0.020520034915613515  -0.9319570636599572  3.631718346815033  -0.6139775269025418  0.7575199392989851  -0.22179977011507945  1.4035723481140827  0.7014247192659135  0.652489440321853  0.28681159926197075  -6.319177508326642  0.0  0.0  0.0  1.0;ok
2318808360123;2.8011658140671436;3.4388044410812806;-0.16182976780298677  0.11859027528894854  -0.9796670214209127  -5.099681859898438  0.03800636783351362  0.9927652532005516  0.11389762087835198  0.9700431976499769  0.9860865287878823  -0.018801559630429572  -0.16516615603242793  1.2071014732594443  0.0  0.0  0.0  1.0;ok
2318808360154;5.158117208596515;0.029806242981637348;0.6263920984513427  -0.779437540433982  -0.010490927506548883  -6.950908580345551  0.7792651461032769  0.6258041053152041  0.0333924218839369  -5.977390213643194  -0.019462041680187142  -0.02909196337240194  0.9993872555725221  3.1128797228485285  0.0  0.0  0.0  1.0;ok
2318808360185;2.9373278081057164;2.5484621848750733;0.2674716558565943  -0.21810952776664005  -0.9385558839039607  10.197541835349416  0.022863368144006496  0.9752068273714215  -0.22011113157965867  -9.116391285025362  0.9632944408177824  0.03741494013866076  0.26582690334873454  -7.054454917076217  0.0  0.0  0.0  1.0;ok
2318808360216;2.8192109211834575;0.4400181161071773;0.8018914028379861  0.5664209394844861  0.190098651673384  -2.78672947159804  0.43352595061893706  -0.7705564774795317  0.4672236778613461  -4.051953200532189  0.41112702197067214  -0.292249951801276  -0.8634607909324419  -0.5215001449648249  0.0  0.0  0.0  1.0;ok
2318808360247;5.338906233558544;1.6953572771244807;0.9903375577056948  0.03450319959630169  -0.1343169796233476  10.472358815304556  -0.05454986174399709  0.9873974006204578  -0.14856206053927534  -3.8285277870251693  0.12749837011205947  0.15445356087051587  0.9797388749831186  -5.000692209149053  0.0  0.0  0.0  1.0;ok
2318808360278;3.9358878406157967;2.5635752915261767;-0.5556357773440107  0.5087665228733267  -0.6575906843460463  11.764687591064597  0.6367478525351774  -0.24818293034145722  -0.7300393176938944  -2.0116554528809845  -0.5346223482301846  -0.824355419883021  -0.1860566754575899  -0.16375007351488483  0.0  0.0  0.0  1.0;ok
2318808360309;2.1234453820707166;2.149269175585038;-0.9615565481519515  0.1914377695652691  -0.19687708116989988  7.259984134924963  0.26938356204909447  0.5184125582198121  -0.8115915943242217  3.7140756359708527  -0.05330573331121234  -0.8334266613589135  -0.5500531782766909  -0.9103915761608248  0.0  0.0  0.0  1.0;ok
2318808360340;2.3866042493559383;2.4898822593626617;0.9906957432643112  0.12423682955239651  -0.055562167530997575  0.2848904294622799  -0.1255339154143239  0.9918778273593587  -0.020484425147593466  4.145007584138742  0.05256596197848215  0.027268769236010043  0.9982450770555442  6.914848099149219  0.0  0.0  0.0  1.0;ok
2318808360371;4.044074629937958;2.2156109311232104;-0.5113796117248027  0.2662425273338407  0.8170714836237276  7.400495871950051  0.507591412922055  0.8607946433858579  0.03719596007640978  -2.052580547265632  -0.693427609949288  0.4337597244524938  -0.5753352511387728  -0.47915409515586127  0.0  0.0  0.0  1.0;ok
2318808360402;4.2662430875772905;0.14681039266057577;0.7977057497347063  -0.5811687506040688  -0.16096092743736587  2.9444381273714293  0.5404256544353716  0.8073740985056429  -0.2368273149159572  4.903462266459431  0.26759231840299863  0.10193109625382812  0.9581254629474172  -4.235907343985135  0.0  0.0  0.0  1.0;ok
2318808360433;3.0557917853126377;3.0923276592946;0.8940399740402323  0.3873988676927797  0.2249769813302993  -9.524357022813083  -0.3895509404764712  0.9202763877714358  -0.03662560421692922  8.731261709742217  -0.22122972131257201  -0.05489524041946464  0.973675471082255  1.1665887963199069  0.0  0.0  0.0  1.0;ok
2318808360464;1.0653308809730693;1.298304501064073;0.826045745426435  -0.371029988113547  0.4242465961953579  1.2926891355057042  0.4680232905335745  0.870967038754151  -0.14956810128483924  -2.260051760666067  -0.31401055074791917  0.3221073816668713  0.8931092926930615  3.1967365922869044  0.0  0.0  0.0  1.0;ok
