# registration_from_features.py TEASER TEASER_config.json euclidean True --use_random_keypoints=True --n_keypoints=5000 --use_status_txt --input_txt=/benchmark/point_clouds_registration_benchmark//eth/gazebo_summer_global.txt --input_pcd_dir=/benchmark/point_clouds_registration_benchmark//eth/gazebo_summer/ --input_features_dir=/benchmark/experiments/OverlapPredator/KITTI/features/eth/gazebo_summer/ --output_dir=/benchmark/experiments/OverlapPredator/KITTI/results/TEASER/
id;initial_error;final_error;transformation;status_code
36535719080030;2.8719654907800902;0.03323426013862976;0.6013264480814806  0.6964408468239395  0.39163331026977893  -1.0534989275065196  -0.6139878369684622  0.716427809378296  -0.3312855716813001  7.05920102843803  -0.5112977986384253  -0.04124731293758083  0.8584131990381607  6.166066310838036  0.0  0.0  0.0  1.0;ok
36535719080061;2.8185456084080336;0.11650711571689597;-0.8901600231150227  0.3335941497872052  -0.3103708692445446  5.08954835088211  -0.3996998889702706  -0.24466228035070162  0.8833914009830229  5.565969686459771  0.21875815871645987  0.9104149118953108  0.3511261257634322  -0.3155718464684114  0.0  0.0  0.0  1.0;ok
36535719080092;1.9001870719663094;0.0652863200485896;0.07543254206338981  0.9308408337520724  0.3575545746002998  -2.7650136944660644  -0.8734339091253853  0.23467090256586093  -0.42666470896814424  3.307798530948482  -0.4810645881664977  -0.2801158862126011  0.8307297709264592  -2.093038084219029  0.0  0.0  0.0  1.0;ok
36535719080123;2.152334886682317;0.06179941743523961;-0.17631520706612805  0.961242168465387  -0.21195858397618436  3.423700316451986  -0.9824728042286415  -0.18508821754254576  -0.02212556616298446  -0.46338891396293963  -0.0604990636980255  0.20434247059993188  0.9770281561965237  -2.6307908650238843  0.0  0.0  0.0  1.0;ok
36535719080154;3.7084111945439853;2.0396006645870925;0.9937376650258252  0.10785256155109227  0.029210923913624787  3.7439429257713255  -0.09022880965216318  0.9287430790859222  -0.3595762157856852  -5.443052283244341  -0.06591065936381879  0.3546887621801231  0.9326583870664317  -4.214463088576873  0.0  0.0  0.0  1.0;ok
36535719080185;2.3222284832250804;0.14447869653737314;-0.5779219470518887  -0.07602710993991112  -0.812542984506013  6.339391556272743  0.3389558694798962  -0.9280717215711025  -0.15424590161549903  -6.720018384838751  -0.7423712963611141  -0.36455830558942803  0.5621228514878954  -0.7427479819396239  0.0  0.0  0.0  1.0;ok
36535719080216;4.7404660091141455;0.07713628352592805;0.7560857028727337  0.19636822252421052  0.6243187736197966  -6.055961337299865  -0.6109748686681817  0.5537416899190398  0.5657559992624953  -4.368351359924821  -0.23461483279482379  -0.809203103076285  0.5386522237997062  -0.25932020928153326  0.0  0.0  0.0  1.0;ok
36535719080247;2.9917173628249674;3.440373702725445;-0.7281188876015707  0.6728805214205742  -0.1306701550111103  5.140740744853149  0.12705857060507247  0.31982272503554676  0.9389193491384831  -7.026477130213118  0.6735718262766395  0.6670421489258481  -0.318364204022279  -0.19496424943075158  0.0  0.0  0.0  1.0;ok
36535719080278;1.8936058971638152;0.06738010302074275;-0.4135319533627857  -0.8302863698324237  -0.3736520675955839  2.7000517975388445  0.5584461726691856  -0.555424389288977  0.6161506471749462  -5.987454514162525  -0.7191169555636252  0.04613341363331837  0.6933559781003122  0.7508364275833894  0.0  0.0  0.0  1.0;ok
36535719080309;2.0474131250721026;1.4868141337975427;-0.8041837642128451  -0.3296363873220411  -0.49459915641833924  1.0722354261848621  -0.26605648477807  -0.5444721674912765  0.7954646476964823  -3.0857480049917405  -0.5315095674435184  0.7712910676136637  0.3501537786964166  -0.34605224568653303  0.0  0.0  0.0  1.0;ok
