# registration_from_features.py FastGlobal FastGlobal_config.json euclidean True --use_random_keypoints=True --n_keypoints=5000 --input_txt=/neural_comparison/point_clouds_registration_benchmark//eth/wood_summer_global.txt --input_pcd_dir=/neural_comparison/point_clouds_registration_benchmark//eth/wood_summer/ --input_features_dir=/neural_comparison/features/3DSmoothNet/eth/wood_summer/ --output_dir=/root/neural_registration_comparison/results/3DSmoothNet/FastGlobal_mutual_on/
id;initial_error;final_error;transformation
2318808360030;4.969564550018172;1.0140716122886326;-0.5342594910518476  0.38050349706150977  0.7548403042663939  1.3145134554724018  0.44427391188036375  -0.6332979329616082  0.6336832168592386  1.65749798806363  0.7191574844521462  0.6739071277487102  0.16929765422458026  -14.221907489345705  0.0  0.0  0.0  1.0
2318808360061;1.6724101210514537;0.5328236806772252;0.08111720523227872  -0.9787096848273625  0.18854005367673893  0.8419144164933647  0.9579199500815436  0.12880869007480464  0.25651060523297764  -4.659356560260376  -0.2753350109431779  0.15979885539745353  0.9479741333826486  -1.9316741234463113  0.0  0.0  0.0  1.0
2318808360092;1.584883217651029;1.034423057909221;0.8268792583294277  -0.3342883144160318  -0.45224110272007156  2.782969617114741  -0.3778456815230417  0.26538239601410596  -0.8870201941558049  2.1503710586759777  0.4165373129732384  0.9043359479367721  0.09312980280411616  -3.8614823567835717  0.0  0.0  0.0  1.0
2318808360123;2.8011658140671436;0.11506097926899386;0.7996812546118318  -0.032918980465615935  -0.5995216691226027  -2.3782775364008777  -0.48844169729108367  -0.6163654977704249  -0.617671661569172  -3.2634175980149993  -0.34919135065154977  0.7867718308908384  -0.5089749372482165  1.1347914153362182  0.0  0.0  0.0  1.0
2318808360154;5.158117208596515;1.4835014629645333;0.14619120470836025  0.9886982594511877  -0.0332247411443989  1.3089133271487512  -0.9890659413959566  0.14542167783054682  -0.024517324231633403  10.841863922233623  -0.019408638191512194  0.036445677043269585  0.9991471450133912  3.289399667839714  0.0  0.0  0.0  1.0
2318808360185;2.9373278081057164;0.45733977399866554;0.6200569341716535  -0.2328159666888717  -0.7492170073085462  2.4983443326772  -0.1406872303042538  0.9064813668765193  -0.3981188701066485  -4.063393522909675  0.7718396864731476  0.3522616316892929  0.5293158237051203  -9.576176760393562  0.0  0.0  0.0  1.0
2318808360216;2.8192109211834575;1.5126280928394034;-0.8681533693248701  -0.26326831400449585  -0.42071311147990936  5.308403719645747  -0.014035601053969001  0.8603909545816754  -0.5094412696053291  1.7534332544316973  0.4960974997245298  -0.43636819329009946  -0.7506464351822384  -1.2760439666904928  0.0  0.0  0.0  1.0
2318808360247;5.338906233558544;1.4521147682272015;-0.5950339590213403  0.5046455421924103  0.6255137603256345  -2.250885286099246  -0.3197704610648252  -0.8626912556676746  0.39180435120723334  7.57555139680465  0.7373475705810507  0.033116070718907986  0.6747013309742048  -1.3870463874612249  0.0  0.0  0.0  1.0
2318808360278;3.9358878406157967;0.12365629542720563;0.030219657682710697  -0.892520213903167  -0.4499938222506909  0.7425673967195333  0.5571625725720363  0.38881156683837925  -0.7337543411916524  5.203957957993052  0.8298533846496325  -0.22854591063270355  0.5090286109037652  -1.8656407908801187  0.0  0.0  0.0  1.0
2318808360309;2.1234453820707166;1.7171745273480346;0.5259427896918456  0.45369510089081455  0.7194059614701788  4.696023105216  0.7754066437483232  0.09176935315912949  -0.6247582913829282  -2.0190182125270124  -0.3494691957842898  0.886419280729175  -0.30353276585807537  8.281234318383593  0.0  0.0  0.0  1.0
