id source target overlap t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12
4027117026 1311877814.225379005.pcd 1311877814.991204594.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117027 1311877814.991204594.pcd 1311877815.626325917.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117028 1311877815.626325917.pcd 1311877816.191596080.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117029 1311877816.191596080.pcd 1311877816.726856674.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117030 1311877816.726856674.pcd 1311877817.230681042.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117031 1311877817.230681042.pcd 1311877817.759971404.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117032 1311877817.759971404.pcd 1311877818.289499370.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117033 1311877818.289499370.pcd 1311877818.789311350.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117034 1311877818.789311350.pcd 1311877819.329949190.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117035 1311877819.329949190.pcd 1311877819.825314155.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117036 1311877819.825314155.pcd 1311877820.325350410.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117037 1311877820.325350410.pcd 1311877820.825342532.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117038 1311877820.825342532.pcd 1311877821.325501568.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117039 1311877821.325501568.pcd 1311877821.825323763.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117040 1311877821.825323763.pcd 1311877822.325299053.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117041 1311877822.325299053.pcd 1311877822.825124819.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117042 1311877822.825124819.pcd 1311877823.325110720.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117043 1311877823.325110720.pcd 1311877823.825152571.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
4027117044 1311877823.825152571.pcd 1311877824.325294664.pcd 0 1 0 0 0 0 1 0 0 0 0 1 0
