# fast_global_benchmark.py --distance_metric=euclidean --decrease_mu=True --division_factor=1.4 --iteration_number=150 --maximum_correspondence_distance=0.05 --maximum_tuple_count=1000 --tuple_scale=0.95 --tuple_test=True --use_absolute_scale=False --input_txt=/neural_comparison/point_clouds_registration_benchmark//planetary/box_met_global.txt --input_pcd_dir=/neural_comparison/point_clouds_registration_benchmark//planetary/box_met/ --input_features_dir=/neural_comparison/experiments/3DFeatNet/feature_extraction_voxelgrid_0.1//planetary/box_met/ --output_dir=/neural_comparison/experiments/3DFeatNet/results_fgr_voxelgrid_0.1/
id;initial_error;final_error;flops;transformation
7680147070030;7.545142564026325;2.2662855445856263;1.0  -0.0  0.0  1.8997657738070757  -0.0  1.0  -0.0  -1.5427046928575658  0.0  0.0  1.0  -2.4682186716929535  -0.0  0.0  -0.0  1.0
7680147070061;10.640927348979892;12.992623913231785;1.0  -0.0  0.0  11.25237022848053  -0.0  1.0  -0.0  8.00237013867405  -0.0  -0.0  1.0  12.485289781860383  -0.0  0.0  -0.0  1.0
7680147070092;9.025949398967478;13.801924953789374;1.0  -0.0  0.0  3.8352542853553047  -0.0  1.0  -0.0  -16.93185178105289  0.0  -0.0  1.0  20.773801464402048  -0.0  0.0  -0.0  1.0
7680147070123;4.786994751420969;11.388361912534531;1.0  -0.0  0.0  11.85621357134208  -0.0  1.0  -0.0  -6.718864885980835  0.0  -0.0  1.0  5.958013077254565  -0.0  0.0  -0.0  1.0
7680147070154;3.758201806177061;8.193912945621783;1.0  -0.0  -0.0  -0.9624224915417301  -0.0  1.0  0.0  14.97271691288788  -0.0  -0.0  1.0  -5.954107044751964  -0.0  0.0  -0.0  1.0
7680147070185;16.67684111957192;14.096329796013416;0.9841167397713709  -0.17489342163154875  -0.03043901397514543  -11.845903963897532  -0.17506365429875922  -0.9845525473744798  -0.002999733652739013  14.757299901980085  -0.029444175066285855  0.008280853122255842  -0.9995321245594028  -20.612478224046644  -0.0  -0.0  0.0  1.0
7680147070216;7.156480741338333;9.59968049480646;1.0  -0.0  -0.0  -7.927680825545735  -0.0  1.0  0.0  12.077362698997474  -0.0  -0.0  1.0  2.8382940908998053  -0.0  0.0  -0.0  1.0
7680147070247;4.543534343953617;12.441254054386665;1.0  -0.0  0.0  -12.963877828721323  -0.0  1.0  -0.0  -17.909918771320935  0.0  -0.0  1.0  7.107925377962868  -0.0  0.0  -0.0  1.0
7680147070278;7.860981056932645;10.022651711831816;1.0  -0.0  0.0  -6.506887953709338  -0.0  1.0  -0.0  -9.576438516142474  0.0  -0.0  1.0  -7.266178180477885  -0.0  0.0  -0.0  1.0
7680147070309;12.215977712507863;4.039566969033481;1.0  -0.0  0.0  -5.724858712166814  -0.0  1.0  -0.0  -2.1165370489325186  0.0  -0.0  1.0  -1.063074387701017  -0.0  0.0  -0.0  1.0
7680147070340;9.621420397831704;19.8782007944561;1.0  -0.0  0.0  9.688973379614005  -0.0  1.0  -0.0  -23.396337912176158  0.0  -0.0  1.0  1.853088527066177  -0.0  0.0  -0.0  1.0
7680147070371;4.530868242072095;9.705962796204487;1.0  -0.0  0.0  11.256474199754166  -0.0  1.0  -0.0  -4.744846428361573  0.0  0.0  1.0  -5.987440038610956  -0.0  0.0  -0.0  1.0
